score,review
10,간만에 재밌는 영화였어요  조진웅님 최고입니다
10,킬링타임으로 좋습니다 보세요
10,
10,평점 왜이렇게 낮은건지 모르겠어요..저는 정말..너무너무 재미있게 봤습니다 심장떨려죽는줄
10,조진웅 진짜 조진웅…..
2,이해도안되고 기승전결도없고 억지감동
6,사운드 좀 어떻게 해주면 좋겠다 아니면 자막을 달아주든가 ㅠㅠ
6,"나만그런가.. 최우식님 연기 볼 때마다 어색하다 ㅠ 마녀, 기생충 등 여러곳에서 봤지만ㅠ 항상 아쉽고 몰입도 깨짐,, 조진웅님 믿고 봤습니다.."
6,큰 반전없이 아쉬운 영화
1,대사가 안들리고 최우식배우님 평소이미지랑 달라서 그런지 몰입이 안됬어요...조진웅배우님 멋있다 생각만 했네요.내용도 결말도 혼돈 그자체
5,나름 킬링타임으로 볼만합니다
6,"경찰의 정체성에 대한 밀도 있는 질문, 합법적 폭력의 경계라는 철학적 주제를 담고 제법 그럴듯한 느와르가 될 뻔 하다가, 유치한 전개로 모든것이 흐지부지 되어버린다. 전형적인 용두사미 한국영화. 넘나 아쉽다 ㅠ.ㅠ"
6,배우들 대사가 안 들려서 별로였음
10,
10,역시 조진웅배우 언제나 멋집니다.
7,15세가 아닌 청불로 제작 했으면 더 재밌지않았을까 해요!! 개인적으로는
10,
10,떼거지로 주먹질함서 부숴 버리고 도무지 납득 안되는 유혈낭자한 영화에 두드러기가 있는 중년 줌마임일단 제목부터가 색안경이 씌워지고 편견 만땅 채워짐며칠간 누적된 피로가 있는 상태로 약속시간이 애매하게 남았던터라 영화...
2,지루해서 죽는줄알았어요 재미도없고..
6,배우들의 대립은 좋았지만 스토리는 원작을 보지않는 이상은 크게 오진않는 영화
5,이런 경찰 있으면 좋겠다.
8,오랜만에 보는 한국 범죄영화였는데감독의 연출과 완성도가 좀 아쉬웠고영화관에서 달랑 혼자 봤는데도배우들 대사가 전달이 안 됐어요....
10,굿입니다요 상당히 매우
10,믿고 보는 조진웅  경찰연기도 잘어울리는 최우식
1,진짜 개노잼입니다. 개지루해
10,올해 영화관 가서 관람한 첫 영화인데 추천하고 싶네여
6,진짜 기대해서 봤는데 맨처음 박희순님 대사 발음뭉게져서 무슨말인지 모르겠어서 몰입감 다떨어졌고 액션도 시원한맛도없고 내용도 솔직히모르겠다
1,별로였어요 추천하지는 않습니다..
2,재미없음 후회합니다 결말이 이상함
2,저는 진짜.. 노잼이었어요... 박희순 배우님 목소리도 먹히구..연출문제인가.. 하.. 친구추천받아서 봤는데 전 별로 ㅠ..
2,대사가 잘 안 들리고 영화가 늘어지는 면이 있어서 좀 지루했음
4,ㄹㅇ 재미없다 최우식 나와서 기생충이며 흥행한 영화나 드라마 잘 골라서 이번 영화도 기대하고 봤는데 감동도 재미도 없고 지루함뿐
10,생각보다 너무 좋았어요 ?
6,다소 아쉬운 영화 좋은 배우들이라서 몰입감은 좋았음  뻔한 내용인데 어려운 풀이 방식이 난해했음
8,조진웅 배우님과 최우식 배우님의 조합은 영화를 안 볼 수 없더라구요^^ 영화도 재미있고 연기도 잘하셔서 재미있게 본 영화지만 중간중간 대사가 잘 안들린다는 감상평은 인정입니다. 배우님들의 발음과 발성의 문제가 아닌 ...
10,굿
6,아직도 이런 영화가 나오는구나
6,박희순배우 원래 옹알스임 이 배우 콘텐츠는 무족권 자막틀고 ㅜ
6,음?솔직히 좀 난잡한 느낌이네요. 그리고 진짜 우리나라 영화는 대사할 때 제발 배경음 좀 줄여서 더빙해주세요 .진짜 대사가 배경음이 시끄러워서 안 들리면 엄청 짜증나거든요
2,대사안들려서 초반부터 짜증나서 집중안되고 겉멋만잔뜩든영화.보다나가요.뭔말을 하려는지
10,엄청 좋아요. 이런영화대박
5,기본적인 음향에 문제가 있습니다.
10,개인적으로  개꿀잼이엇늠
7,일본 소설이 원작이라 그런지 큰 임팩트는 없지만 그렇다고 잔잔하기만 하지 않는 적절한 레시피로 만든 영화. 워낙 배우진들이  출중한지라 큰 반전을 기대했지만 인간미를 포기하지 않은 영화. 원작이 있는 만큼 한편으로는...
9,내용이 너무 좋았고 주인공의 행동 모습이 깊이 와닿았습니다
8,주연 배우들의 연기가 아주 좋음but 스토리가 아쉬움 보는 거 나쁘지 않다고 생각함
8,최우식보러 갔다가 조진웅에 놀라 나오는영화
6,저만 넷플릭스 자막이 필요하다고 느낀게 아니였군요 대사가 안들리니까 전체적인 스토리의 흐름 파악이 안되었습니다. 연기는 참 좋았는데 아쉽습니다.
6,혹시? 역시 조진웅.ㅎ 성과금 90프로 몰아드려야 할 듯
1,일단…음.. 제가 진짜로 사람들이 재미없다고 하는 영화들도 서너번 볼 만큼 영화를 가리지 않는데요….  이번 영화는 솔직하게 말하자면 욕하면서 봤어요..   나오는 배우분들 다 호감이라 진짜 기대했거든요..  개봉날...
10,최우식님 연기 잘하시네… 기대 엄청 하고 갔는데 기대한것만큼 재밌게 잘 봤습니당♥
7,아쉬운 부분들이 있었으나 배우들의 연기 합을 만끽할 수 있는 영화
8,배우들 연기는 다 좋으나 대사가 안들린다는 평이 많아 영어듣기평가급으로 집중해서 들어야 좀 들립니다
1,이것도 영화라고?..느끼는 내가 이상한건가?개연성 없는 연출. 비현실적 스토리. 뒤죽박죽 혼란스러운 전개. 반전도 없고. 재미도 없고..실망×100고구마×1000
7,오늘 용산cgv 21:00에 보고 왔습니다..일반적인 느와르 물은 아니라서 좋았고배우님들 연기 너무 좋았습니다다만 영상미가 조금 떨어졌고..최우식 배우님 연기에 몰입이 안되었습니다 ㅠㅠ기존 이미지가 쎈것도 있고..배...
8,음 최우식 배우님 연기가 살짝 아쉬웠습니다 그래도 몰입감은 좋았어요
2,배우자님들슈트빨때매 2점줬네요   불면증있으신분들  강추 숙면했네요
6,이런 좋은 배우들을 가지고 이런 스토리 ㅜ기대가 너무 컸었나봐요
10,정말 재밌었습니다 최우식 연기 좋았어요!
7,연기는 좋은데 경찰을 어떤 모습으로 그리고 싶은건지 잘 모르겟슴
10,최우식 연기가 대박이에요 진짜 ㅠㅠㅠ짱입니다
10,재밌어요 이런 장르 취향 아닌 사람도 재밌게 볼 거 같아용 두번 손가는 영화
10,역시~! 믿고 보는 조진웅님 최우식님 박희순님코로나 땜 망설였는데 용기 낸 보람이 있네요
6,조진웅 연기는 인정...최우식은 극중 역할이 안어울리는....나만 그런가...대사 안들린다는 리뷰보고 집중해서 듣다가 보는걸 깜빡함...
10,"오늘 보고 왔는데, 저는 재밌게 봤습니다."
10,깰끔한 영화 잘봤습니다
10,
7,조진웅 최우식 연기력이 너무 좋았으나 다소 뻔한 스토리
5,대사가 너무 안들려서 자막이 간절히 필요했습니다...
8,실제 사회에 나가면 겪어볼 수도 있는 일이라 생각할 거리가 많고 철학적인 내용인 것 같습니다. 조진웅님 연기 쩔어요!
2,캐스팅 미스권율이 악역이 맞나 싶음 임펙트가없음 조진웅도 안정적인거만 하려는듯 아쉬움
4,그닥... 킬링타임용...  만삼천원내고 보기에는 영상미가 없음... 걍 유튜브나 이런데에 1천원 할때 보는게 개이득 ... 진부한 스토리로 옛날에 어디선가 본 듯한 그런 내용이다.
9,
4,대사 전달력이 떨어져요..
10,생각없이봤는데 너무재밌었어용
6,대사가 일단 안들림 딕션은 둘째고 웅웅거리는거 보면 음향팀 문제도 있는듯.. 그리고 영화가 기승전결이 너무 부족 솔직히 권율이 악역인데 임팩트도 없도 박희순도 딱히... 차라리 호흡 긴 드라마로 했음 재밌었을듯.. ...
8,
6,1. 대사안들림 2. 스토리 이것저것 짬뽕 거창하게 하려다가 죽도밥도 안됨 집중하나도안되는 스토리 3. 조진웅 제외 연기력 극망
2,스토리도 어디서 많이본 스토리.. 조진웅 연기로도 커버안되는 영화..ㅠ 최우식도 기대하고 갔는데 뭔가 그역할 어색하고 안어울림 ㅠㅜ 박희순 좋아하는데 여기서는 무슨말 하는지 잘 안들림..
10,"정말 재밌게 봤습니다. 스토리, 연기 다 만족했어요.하지만 아쉬운건 한순간에 많은 장면이 빠르게 지나간 점.음향문제인지 대사가 전체적으로 잘 안들렸습니다 ㅠㅠ조진웅, 최우식 배우의 대사는 잘 들렸네요.물론 스토리 이..."
10,긴장감 있게 잘 보았습니다.새로운 느낌의 경찰 영화라 더 새로웠습니다.
10,진짜 완전 재밌어요... 최근에 본 영화 중에 젤 재밌음 낮은 평점 정말 이해 안 됨 내용이 조금 어려워서 계속 생각하면서 보게 됨 사랑스러움
8,뻔하지 않은 스토리에 배우들 연기와 케미도 좋아요. 착한놈인지 나쁜놈인지 헷갈리게 만드는 조진웅의 연기가 훌륭함. 군더더기 없이 깔끔힌게 잘 만들었는데 평점이 낮아서 아쉬워서 적어봐요.
1,대사 안들림 웅얼웅얼.. 영화관 문제가 아니라 영화 자체가 음향이 이상한 듯배우들 연기는 진짜 잘함. 근데 딱 그거뿐임.. 내용도 노잼..  배우들 얼굴만 감상하고 옴;
10,와 이거 진짜 미쳤음…..말이필요없다 그냥 봐라
8,재미있게 봤는데 결말은 상투적
10,재미있었어요 잘 봤습니다
10,대존잼인데?? 평점 왜이러죠 ?! 연기도 스토리를 푸는 관점도 새로워 좋았다
6,듬성듬성 재미
5,
1,ㅠㅠ뭔지 잘 모르겠음한 번 보고는 이해가 잘 되지 않음..
10,"배우들 연기에 감탄하고, 끝까지 놓칠 수 없는 흐름에 너무 재미있게 봤습니다."
10,저는 완전 재밌게 봤습니당 연기짱짱!!
9,나는 재밌게 봤는데 ㅋㅋ근데 대사 안들리긴 했음
6,영화라는 느낌보다 드라마 세편정도 연결해서 상영하는 느낌 이야기가 연결이 되는 느낌이 자연스럽지 않고 끊어져 집중이 흐트러짐
10,재밌던데.. 악플 오지네.. 내용을 이해 못해서 그러나.. 예상을 뒤엎는 반전 좋았음 ^^
10,간만에 재미있는 영화배우들 연기가 다 했다
4,무슨 내용인지도 모르겠고 전개가 너무 엉망…배우 목소리도 너무 웅얼웅얼 하는식으로 빠짐 배우들 연기는 좋았는데ㅠㅠ
2,연기 잘하는 배우들 모셔다 놓고..연출이 너무 별로에요...스토리도 정신없는 느낌. 개인적으로는 비추입니다..
10,난 너무 재밌게 봤는데...
4,너무 재미없고 배우들 연기도 노멀하다.다들 코로나에 지쳤나보다
1,군입대 전 마지막 영화인데 돈 버렸다..
10,기대한 것보다 훨씬 재밌었어요
10,낫베드 2편을 기대합니다
10,테러알바들있나?진짜 욕먹을정도의 영화는아님
7,우식씨 발성 연습은 좀 필요하세요?
6,평론가들국내영화높게주지마세용
7,생각보다 긴박감 있게 영화 스토리가 진행되어서 너무 좋았습니다. 예측했던 스토리와 인물이 아니어서 재밌었습니다. 다만 배우들 대사가 자주 안 들리는 경우가 많아 아쉬웠습니다..
10,조진웅 배우 나오는 영화는좋음. 그냥 좋음
10,꿀잼 핵잼 존잼 허니잼 ㅋㅋㅋ 이미 입증 된 배우분들이지만 기대 이상으로 더 너무 잘하셨고 스토리면에서도 너무 좋았고 엔딩까지 너무 완벽했습니당 !! 덕분에 두시간 몰입해서 잘 봤어용 :)
8,다들 대사 안들린다고하시는데 정말 잘안들리긴했어요 근데 배우들 발음 문제는 아닌것같고 음향문제인듯 해요. 이게젤 아쉬웠어요 ㅠ 언더커버 소재는 좀 흔하지만 뻔한 결말은 아니고 전 나름 잘 봤습니다 !!
10,일단 가볍게 봐도 재밋을 영화 배우들이 연기 다잘함 돈 안아까움
3,
10,"킬링타임용으로 봤는데, 한번더 보고 싶어요!너무 재미있었습니다."
10,평점 낮아서 걱정했는데 괜찮은 수작 하나를 보고 나왔습니다. 재밌고 일단 지루하지 않아요 시간이 엄청 빠르게 흐른 느낌입니다.
5,대사 전달력 떨어지는 배우들좀 쓰지마라..왜 영화끝나고 무슨 대사를 했는지 물어봐야 함??
8,몰입감은 좋지만 마지막부분이 아쉬웠습니다.
10,평점 이렇게 낮을 건 아닌 듯 재밌음
10,"너무너무 재밌게봤어요...!!경관의 피 배우분들 다 연기도 잘하시고,,, 응원합니다 ~~"
8,현실과 너무 동떨어져좋았다.
7,<투캅스>보다는 <불한당>에 가까운 진격의 폴리스 파트너쉽
7,지루하지는 않지만 액션이 많이 없어서 밋밋했어요
10,믿고보는 조진웅! 스토리도 괜찮음.
4,예고편에선 먼가 재미가 있을수도 있겠다 였는데지루하기만함 와.. 기대가 커서인가 실망이 마이크네간만에 영화보러갔다가 졸다나옴
6,이 영화를 보러 갈려고 했는데 대사가 안들린다는 댓글이 엄청 많네요 이정도면 제작사나 관계자가  한번 확인해봐야하는거 아닌가?  돈내고 보면서 대사가 안들림 어쩌라고 ..이거 보러가야하나 어쩌나..
10,간만에 선 굵은 한국 느와르 영접하고 왔네요!  배우간의 케미가 이리도  찰지다니
6,진짜영화  사운드 극 공감  대체 뭐라 하는지 알수가 없음자막필걍 평범한 한국영화
5,진부한 스토리
10,드라마 마이네임이 영화로 제작된 느낌…?오히려 마이네임처럼 한 9부작정도로 드라마로 제작되었으면 재미있었을 것 같은데 짧은 시간 안에 너무 많은 것을 넣으려는 것 같아 아쉬움이 큼 ㅠ ㅠ 대사가 왜 잘 안들린다는 건...
5,"대사가 안들린다, 스토리도 딱히 신선한것도 없고"
9,저는 개인적으로는 잘 보았습니다.
10,연기의 합이 잘 맞아들어감....
