score,review
8,전편을 안보면 이해가 안가는 부분이 많다는 것과 세밀한 설정으로 짜였던 구작과는 달리 뭔가 부족한 느낌과 뭔가 허접한 최종보스
4,역사의 뒤안길...구질구질한 또 하나의 회귀성. 상징과 표상의 반영은 어렵다
5,사실 매트릭스 3에서 내용이 종결되었는데 그걸 다시 4에서 연결 시키려고 엄청 수고하네요.  영화의 절반을 어떻게 연결되는지 보고 있으려니 짜증이 확 밀려옵니다.
7,나쁘지는 않게 봤다...
10,굿
7,대체 속편을 왜 만든거야?
1,개지루하고 도저히 공감안되는 스토리내가 만들어도 이거보다는 잘하겠다
10,똑같은 것을 보아도 그중에서 다르게 인식하고 생각하는 것이 중요하다는 것을 알게되었다.
2,머 머 ㅁ 멈 춰 ㅆ 췄 어야지...
7,그렇게 나쁘진 않음. 스토리도 괜찮은데. 액션이 좀 약한게 단점? 최악은 아님.
10,"추억으로 보는 영화.영화 중간 중간 나오는 이전 편들의 영상들이 영화를 더욱 반갑게 볼 수 있게 해주었어요.네오와 트리니티의 젊었을 때의 로맨스와는 느낌이 많이 달랐지만, 매트릭스 다운 어려움;;;과 시원한 액션, ..."
6,매트릭스의 시리즈의 기대를 접어두어라~
1,최악이네요참고로 감상포인트 없는데 하나 고르라고 하네요
4,중간마다 배경 cg 나오는건 볼만한데 그외에는 그닥.. 그냥 추억팔이 영화인듯
6,모든 감상에는 맥락이 있다. 매트릭스가 대단 '했던'건 1999년에 그런 영화가 나왔다는 것이다. 그 맛에 빠져 20년이 지난 지금 우려먹으러 하면 관객의 반응은 냉랭할 뿐.
1,"무대에서 내려올 때를 알아야 명배우, 명작이 되는데... 도대체 무슨 생각으로 이런 망작을 만들어서 앞선 3부작에 먹칠을 하는 건지 ㅠㅠ"
4,워너의 압박에 못이겨 자존심 버리고 억지로 만든 매트릭스의 아류작. 그리고 우리가 원한 불렛타임은 단순히 슬로우모션이 아니라 역동적인 카메라웍이 가미된 리드미컬한 슬로우모션이다.
10,3편이후에 스토리가 너무 궁금했던 나로서는 가뭄의 단비와 같았다....드디어 마침표를 찍었군재미없다는 사람들은 매트릭스자체를 이해를 못하는듯;;
1,"어설픈 시나리오와 전편에 비해 한참 떨어지는 캐릭터들, 노년의 남녀의 슈퍼맨 놀이는 내 정신을 가출시키기에 충분했네요."
5,추억은 추억으로 남겨 놓았더라면...
6,기대 안하고 보니까 볼 만 하네요.
10,매트릭스 팬이라면 꼭 봐야할 영화
6,스스로 창조해낸 신화를 파괴하려는 목적으로 만들어진 기이한 블랙코미디
1,공든탑도 무너질 수 있다.
10,처음보시는분에게는 망작 스토리에 부족함은 인정하지만 매트릭스 팬으로서는 네오와 트리니티가 행복하다는것 만으로도 좋네요 매트릭스 3.5버전 느낌
5,"[파란약. 내가 먹었어야 했다]두사람이 애틋하게 세상에서 떠났을때, 아름다운 이별로 묻었어야했다.두사람이 무덤에서 까지 사랑이 영원한지, 궁금해하지 말았어야 했다.결국 난 빨간약을 먹어 현실을 보았고, 결과는 우울했..."
4,이전의 매트릭스 시리즈를 한번도 본 적이 없다.비교할 대상이 없지만 그럼에도 딱히 전의 명작을 보고싶다.. 하는 생각이 들지 않았다.
3,"더 이상 후편 나오지 않아도 된다,, 이제라도 추억으로,,"
1,매트릭스?ㄴㄴ 짜장 묻은 존윅
10,나는 평생 이해를 못할듯ㅠㅠ
10,역시 어려움@.@한번으로는 부족할듯
5,"""매트릭스""가 ""매트리스""가 되어 버렸다 덕분에 잘 잤다"
7,"괜히 명작에 사족을 더한 느낌이다. 추억을 팔아서 어느정도 흥미는 유발했는데, 다시 인류는 기계에 쪽도 못쓰는 상황은 여전한 전작을 반복하는 느낌만 나고 신선하지는 않았던거 같다. 두 배우가 다시 나온거는 진짜 반갑..."
1,중국 자본에 승리 별로임
10,전작을 보고 관람해야 합니다 사랑..
7,그냥 그랬어요
1,이건 내가 원했던 모1습이 아니야
4,워쇼스키 '형제'가 아니면 안되..
7,"세계관의 확장을 기대했지만 그저 컨텐츠만 늘어난 느낌이라 아쉽다.. 매트릭스는 신선한 연출을 기대하고 보는 맛이었는데 이제 워쇼스키의 연출은 올드하게 느껴진다. 매트릭스 팬으로써 이야기가 더 나오는건 좋지만, 굳이 ..."
